subject,age,education,ethnicity,gender,gender_other,language,marital,origin,race,race_other,strat_categorize_aud,strat_categorize_vis,strat_image_aud,strat_image_vis,strat_rehearsal_aud,strat_rehearsal_vis,strat_spatial_aud,strat_spatial_vis,strat_story_aud,strat_story_vis,strat_other,wrote_notes,distracted
MTK2470,51,Associate degree,Not Hispanic,Male,,English,Divorced,United States,White,,,79,,49,,79,,6,,5,,1,0
MTK2471,66,Some college,Not Hispanic,Male,,english,Married/Domestic Partnership,United States,White,,2,,34,,39,,2,,2,,,0,0
MTK2472,21,Some college,Not Hispanic,Female,,English,Single,United States,Black,,18,,1,,100,,44,,99,,,0,0
MTK2473,42,Bachelor's degree,Not Hispanic,Female,,English,Widowed,United States,Black,,27,,61,,20,,15,,82,,,0,0
MTK2474,31,Some college,Not Hispanic,Female,,English,Single,United States,White,,75,,10,,50,,12,,25,,,1,0
MTK2475,25,Bachelor's degree,Not Hispanic,Female,,English,Single,United States,Asian|White,,0,,0,,100,,0,,0,,,0,0
MTK2476,28,Associate degree,Not Hispanic,Male,,eng,Single,United States,White,,42,,38,,65,,51,,59,,0,0,0
MTK2477,21,High school diploma,Not Hispanic,Male,,English,Single,United States,Black,,33,,91,,77,,10,,8,,,0,1
MTK2478,32,Some college,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,89,,50,,65,,70,,11,,,0,0
MTK2479,34,Some college,Not Hispanic,Male,,english,Divorced,United States,White,,,53,,57,,0,,0,,6,,1,0
MTK2480,46,Associate degree,Not Hispanic,Female,,English,Single,United States,Black,,100,,27,,99,,61,,6,,,0,0
MTK2481,51,Some college,Not Hispanic,Male,,Engish,Single,United States,American Indian/Alaskan Native|White,,50,,90,,10,,20,,0,,,0,0
MTK2482,26,Associate degree,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,,41,,40,,43,,53,,44,,1,0
MTK2483,43,Some college,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,28,,34,,100,,99,,1,,0,0
MTK2484,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2485,22,Some college,Not Hispanic,Male,,English,Single,United States,White,,,82,,81,,82,,33,,86,memory palace - create a situation that includes all the items. It was my opinion that writing hints was cheating,0,1
MTK2486,39,Bachelor's degree,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,Black,,,61,,61,,46,,12,,70,,0,0
MTK2487,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2488,24,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,White,,76,,63,,49,,0,,12,,No,1,0
MTK2489,55,Associate degree,Not Hispanic,Female,,English,Single,United States,American Indian/Alaskan Native,,,51,,38,,51,,0,,12,,0,0
MTK2490,41,High school diploma,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,,9,,50,,15,,25,,1,I visualized the words as objects in a cumulative scene.,0,0
MTK2491,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2492,65,Master's degree,Not Hispanic,Male,,english,Divorced,United States,White,,22,,30,,21,,80,,9,,sometimes closed eyes and just listened to words because strategy number 5 would get cluttered from previous trial,0,0
MTK2493,33,Bachelor's degree,Not Hispanic,Female,,English,Single,United States,White,,,95,,85,,15,,0,,0,N/A,0,0
MTK2494,28,Bachelor's degree,Hispanic,Male,,English,Single,United States,White,,,30,,27,,48,,1,,1,,1,0
MTK2495,25,High school diploma,Not Hispanic,Male,,English,Single,United States,White,,91,,84,,70,,79,,53,,,0,0
MTK2496,28,Bachelor's degree,Not Hispanic,Female,,Russian,Married/Domestic Partnership,Kazakhstan,White,,100,,100,,0,,100,,100,,"I was trying to imagine all the words in one of my rooms in the house (if it even makes sense). For example the words queen, brother, friend. I imagined them all sitting on the couch in my living room and every time the word was given i was trying to add this new word to the picture. For example, rug under their feet, shelf above their head and casket on top of it, snake on one brother's neck, etc. ",1,0
MTK2497,30,Some college,Not Hispanic,Female,,ENGLISH ,Married/Domestic Partnership,United States,White,,88,,87,,89,,0,,47,,,0,0
MTK2498,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2499,39,Associate degree,Not Hispanic,Male,,ENGLISH,Single,United States,White,,,66,,30,,80,,17,,100,,1,0
MTK2500,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2501,30,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,White,,,65,,51,,88,,19,,59,,0,0
MTK2503,32,Bachelor's degree,Not Hispanic,Male,,english,Single,United States,White,,95,,48,,93,,7,,22,,,1,0
MTK2504,59,Some graduate education,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,70,,90,,0,,90,,0,,acting them out as they were said,0,0
MTK2505,44,Bachelor's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,91,,93,,10,,92,,2,Tried to remember things that I associate in my daily life. I like coffee so that was easy for me to remember.,0,0
MTK2506,36,Bachelor's degree,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,75,,21,,69,,47,,11,,,1,0
MTK2507,30,Master's degree,Not Hispanic,Male,,English,Single,United States,White,,,68,,7,,72,,3,,7,Try to learn them in strings so I can keep rattling off groups in my mind.,1,0
MTK2509,40,Some college,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,0,,52,,45,,38,,46,,,0,0
MTK2511,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2512,33,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,White,,,62,,10,,27,,6,,62,,0,0
MTK2513,24,High school diploma,Not Hispanic,Female,,english,Single,United States,White,,100,,14,,74,,0,,49,,,0,0
MTK2514,20,Some college,Hispanic,Female,,english,Single,United States,Black,,,1,,73,,19,,33,,44,,1,0
MTK2515,28,Some college,Not Hispanic,Male,,English,Single,United States,White,,,0,,29,,0,,0,,83,,1,0
MTK2516,28,Master's degree,Hispanic,Female,,English,Single,United States,Black,,,73,,40,,47,,30,,79,n/a,0,0
MTK2517,25,Bachelor's degree,Not Hispanic,Male,,english,Single,United States,American Indian/Alaskan Native,,80,,76,,55,,83,,60,,no,1,0
MTK2518,23,Associate degree,Not Hispanic,Male,,English,Single,United States,White,,,75,,73,,20,,48,,76,Generally I tried to remember the first three or four purely off memory and generally the last one. Then I tried to remember groupings or pairings. And I would try to also remember the really strange ones last,1,0
MTK2519,33,Bachelor's degree,Not Hispanic,Female,,English,Single,United States,White,,87,,95,,21,,30,,79,,,1,0
MTK2520,35,High school diploma,Not Hispanic,Female,,English,Single,United States,White,,,65,,10,,65,,0,,60,For body parts or items that I happened to have near me I put my hand on them or pointed at them.,0,0
MTK2521,28,High school diploma,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,,54,,24,,9,,0,,63,None.,0,0
MTK2522,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2523,34,Bachelor's degree,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,,88,,88,,3,,67,,100,That pretty much sums it up,0,0
MTK2526,60,Associate degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,74,,19,,13,,17,,6,imagine to family member. for instance my daughter is a teacher. ,0,0
MTK2529,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2530,43,Bachelor's degree,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,67,,80,,25,,67,,25,,,0,0
MTK2531,28,Bachelor's degree,Not Hispanic,Female,,english,Married/Domestic Partnership,Afghanistan,Asian,,,100,,100,,100,,99,,100,,1,0
MTK2532,32,Some graduate education,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,100,,100,,19,,100,,100,,,0,0
MTK2533,32,Some college,Not Hispanic,Male,,English,Single,United States,Black,,74,,62,,85,,4,,24,,,1,0
MTK2535,42,Bachelor's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,71,,64,,63,,70,,83,,0,0
MTK2536,23,Bachelor's degree,Not Hispanic,Female,,English,Single,United States,White,,,63,,77,,88,,0,,22,none,1,0
MTK2537,50,Some college,Not Hispanic,Male,,English,Single,United States,White,,100,,88,,59,,24,,3,,what I found interesting is as the study moved forward I started to attach similar words. When you asked us to recall as many as we could at the end I got nervous but I associated a lot of words like waitress/perfume/dinner/pasta- I was actually surprised I recalled as many as I did,0,0
MTK2538,21,Some college,Hispanic,Male,,English,Single,United States,Other,Hispanic,57,,85,,89,,92,,18,,,1,0
MTK2539,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2540,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2543,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2544,50,Some college,Not Hispanic,Male,,Enlgish,Single,United States,White,,,0,,10,,10,,0,,60,,0,0
MTK2545,54,Bachelor's degree,Not Hispanic,Female,,English,Divorced,United States,White,,,97,,72,,26,,88,,95,,0,0
MTK2546,23,Bachelor's degree,Not Hispanic,Female,,english,Single,United States,White,,,79,,18,,77,,36,,12,,0,0
MTK2547,45,Some college,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,100,,2,,74,,0,,0,,0,0
MTK2550,42,Bachelor's degree,Hispanic,Female,,English,Married/Domestic Partnership,United States,Black,,,83,,80,,52,,30,,83,,1,0
MTK2552,50,Bachelor's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,86,,16,,47,,93,,100,"No I used a combo of the above listed strategies. sometimes I tried to relate words to myself like body parts or favorite foods, still trying to group together.  Also trying to create a story to remember position.",0,0
MTK2553,61,Associate degree,Not Hispanic,Female,,English,Divorced,United States,White,,88,,74,,14,,75,,97,,,0,0
MTK2554,25,Some graduate education,Not Hispanic,Male,,English,Single,United States,White,,85,,46,,87,,1,,5,,"n/a, I think that captured my strategies. ",0,0
MTK2555,19,Some college,Not Hispanic,Female,,english,Single,United States,Black,,,18,,7,,17,,0,,5,,1,1
MTK2556,21,Associate degree,Not Hispanic,Female,,English,Single,United States,Black,,,100,,0,,10,,0,,0,I repeated the words as I saw them multiple times.,0,0
MTK2557,27,High school diploma,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,45,,51,,66,,39,,65,,none,0,0
MTK2558,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2559,67,Some college,Not Hispanic,Female,,English,Single,Jamaica,Other,"Mixed: White, Black",41,,28,,5,,39,,33,,,0,0
MTK2560,39,Bachelor's degree,Not Hispanic,Female,,English,Separated,United States,White,,21,,95,,0,,0,,28,,,0,0
MTK2561,23,Some college,Not Hispanic,Male,,English,Single,United States,White,,,62,,17,,41,,78,,100,"The creating a story method was the exact one I used for most of them, I was going to put that in the additional comments box anyways! That seemed to work the best for me and also some words just stuck out to me for random reasons.",1,0
MTK2562,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2563,58,Master's degree,Not Hispanic,Female,,English,Single,United States,American Indian/Alaskan Native|Black|White,,79,,67,,80,,0,,0,,"I tried to visualize a connection between words. Preacher cooking somthing on the grill. Clearly, this was not very successful.",1,0
MTK2564,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2565,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2566,28,Bachelor's degree,Not Hispanic,Male,,english,Single,United States,White,,56,,21,,22,,0,,0,,,0,0
MTK2567,41,Master's degree,Not Hispanic,Female,,TELUGU,Married/Domestic Partnership,India,Asian,,81,,100,,81,,100,,100,,,0,0
MTK2569,31,Associate degree,Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,44,,42,,68,,1,,13,,1,0
MTK2571,38,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,White,,92,,90,,57,,70,,91,,n/a,0,0
MTK2572,28,Associate degree,Not Hispanic,Female,,english,Single,United States,Asian|Native Hawaiian/Pacific Islander,,,47,,44,,63,,21,,44,,0,0
MTK2573,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2574,38,Associate degree,Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,50,,40,,2,,30,,40,N/A,0,0
MTK2575,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2577,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2578,42,Associate degree,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,,27,,15,,32,,1,,27,I tried typing the words (without pushing the buttons) while they were displayed for some sort of muscle memory,0,0
MTK2579,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2580,38,Bachelor's degree,Not Hispanic,Female,,English,Single,United States,White,,,84,,51,,7,,39,,78,,0,0
MTK2581,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2582,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2583,59,High school diploma,Not Hispanic,Female,,English,Divorced,United States,American Indian/Alaskan Native|White,,57,,21,,100,,1,,31,,,0,0
MTK2585,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2586,31,Bachelor's degree,Hispanic,Male,,english,Married/Domestic Partnership,United States,Asian,,87,,28,,52,,0,,0,,,0,0
MTK2587,48,Some college,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,91,,89,,91,,92,,91,,0,0
MTK2588,24,Some college,Not Hispanic,Male,,English,Single,United States,White,,40,,15,,100,,0,,0,,,0,0
MTK2589,26,Some college,Hispanic,Female,,english,Separated,United States,White,,91,,80,,11,,92,,0,,,0,0
MTK2590,36,Bachelor's degree,Not Hispanic,Female,,English,Single,United States,White,,3,,97,,0,,0,,0,,Repeated each word to myself as many times as I could before the next word was said. ,0,0
MTK2591,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2592,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2593,38,Some college,Not Hispanic,Male,,english,Separated,United States,Black,,9,,4,,85,,3,,0,,,0,0
MTK2594,47,Bachelor's degree,Not Hispanic,Female,,English,Separated,United States,White,,40,,30,,15,,5,,2,,"I tried to group them, and then if I remembered one, it would help me remember the others.  Like rooster, salmon, fox, crab are all animals and they go together in a group.  This strategy helped, but wasn't completely successful.  I also grouped words into similar sounds or start with the same letter, like scarf and scalpel.  I tried jotting down the first letters, but it didn't help me remember very well.  I think grouping helped the most.  I also tried closing my eyes as I listened to the words so I could visualize them better, and that might have helped a little, but I'm not sure.",1,0
MTK2596,43,Associate degree,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,,67,,29,,50,,54,,48,,0,0
MTK2597,35,High school diploma,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,,90,,100,,91,,91,,61,,1,0
MTK2598,32,High school diploma,Not Hispanic,Female,,English,Single,United States,White,,75,,10,,0,,0,,1,,"Going through the alphabet, when recalling",0,0
MTK2599,30,Some college,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,Black,,88,,0,,96,,0,,30,,making a song with the words,1,0
MTK2602,44,Some college,Not Hispanic,Male,,English,Divorced,United States,White,,,92,,90,,55,,3,,34,"i love music, so if the words had anything to do with bands, that helped a little.",1,0
MTK2603,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2605,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2606,24,Bachelor's degree,Not Hispanic,Female,,English,Single,United States,White,,,59,,99,,18,,16,,52,,0,1
MTK2607,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2608,29,High school diploma,Not Hispanic,Male,,English,Single,United States,White,,,100,,90,,10,,90,,70,None,0,0
MTK2610,22,Bachelor's degree,Not Hispanic,Male,,Nepali,Single,Nepal,Asian,,88,,59,,10,,73,,38,,I tried to group the similar words and tried to create a story involving those words.,0,0
MTK2613,44,Associate degree,Not Hispanic,Female,,English,Single,United States,,,25,,100,,25,,86,,53,,"I would start by imagining the first word, and then using the second word to create a scene. For example, guitar, then brandy, which I would imagine the guitar leaning against a barstool, and a glass of brandy on the bar, and then each word I would place the picture of that somewhere in my scene. I also would imagine items lying around my house, couch, curtain, etc..",0,0
